@RELATION test
@ATTRIBUTE rowc NUMERIC 
@ATTRIBUTE colc NUMERIC 
@ATTRIBUTE class {-1,1}

@DATA 
701.550415 , 1045.93103 ,  1 
779.538086 , 278.524506 ,  -1 
783.661072 , 324.476288 ,  -1 
792.727905 , 378.416412 ,  -1 
789.724976 , 425.189789 ,  -1 
789.452698 , 469.903198 ,  -1 
791.434814 , 520.470581 ,  -1 
792.467529 , 555.048096 ,  -1 
786.156799 , 610.046814 ,  -1 
782.205872 , 658.678711 ,  -1 
786.678223 , 701.928589 ,  -1 
779.091797 , 752.858215 ,  -1 
780.283081 , 794.079712 ,  -1 
785.901978 , 844.04248 ,  -1 
779.916077 , 897.909973 ,  -1 
790.486877 , 950.586121 ,  -1 
791.236877 , 990.349487 ,  -1 
1075.49194 , 1004.35797 ,  -1 
1410.67896 , 1070.698 ,  -1 
691.236328 , 283.711792 ,  -1 
159.881607 , 974.960388 ,  -1 
785.145081 , 1047.52502 ,  -1 
784.346619 , 1096.68604 ,  -1 
789.177612 , 1132.90405 ,  -1 
790.804688 , 1182.375 ,  -1 
781.699219 , 1230.16797 ,  -1 
791.846191 , 1289.46899 ,  -1 
785.037476 , 1334.98804 ,  -1 
779.615723 , 1374.40002 ,  -1 
792.07782 , 1417.89197 ,  -1 
779.473328 , 1482.94104 ,  -1 
789.452087 , 1516.64795 ,  -1 
783.881287 , 1564.89197 ,  -1 
787.56488 , 1617.01599 ,  -1 
780.416626 , 1669.54102 ,  -1 
788.793518 , 1730.80103 ,  -1 
779.194519 , 1769.74097 ,  -1 
692.279907 , 708.256287 ,  -1 
665.951904 , 266.319397 ,  -1 
307.184204 , 979.546326 ,  -1 
560.94043 , 1055.96899 ,  -1 
787.821411 , 1808.91602 ,  -1 
786.885925 , 1877.17395 ,  -1 
788.039978 , 1908.22998 ,  -1 
790.32959 , 1957.12598 ,  -1 
814.047913 , 92.3751221 ,  -1 
820.383118 , 144.652298 ,  -1 
825.476074 , 196.531296 ,  -1 
816.407471 , 237.636795 ,  -1 
821.501404 , 282.107513 ,  -1 
816.06311 , 324.101715 ,  -1 
815.294006 , 372.683197 ,  -1 
823.428406 , 416.60611 ,  -1 
814.062927 , 464.755615 ,  -1 
825.114319 , 520.418274 ,  -1 
824.446228 , 556.735413 ,  -1 
817.265625 , 605.31189 ,  -1 
689.544128 , 1384.43396 ,  -1 
126.5569 , 1064.323 ,  -1 
635.940125 , 982.603882 ,  -1 
708.603516 , 1090.83301 ,  -1 
814.711487 , 651.269775 ,  -1 
825.337524 , 707.072388 ,  -1 
818.638977 , 750.049622 ,  -1 
822.141174 , 808.798279 ,  -1 
817.7948 , 845.940491 ,  -1 
820.068298 , 902.081604 ,  -1 
824.430481 , 939.70813 ,  -1 
821.902893 , 991.329712 ,  -1 
815.010986 , 1036.42603 ,  -1 
815.458679 , 1082.21997 ,  -1 
819.651123 , 1139.12695 ,  -1 
819.884216 , 1190.62305 ,  -1 
821.395386 , 1228.48499 ,  -1 
814.821106 , 1275.18506 ,  -1 
825.167603 , 1331.52002 ,  -1 
818.126099 , 1371.68701 ,  -1 
704.768127 , 1522.56104 ,  -1 
288.874786 , 994.276611 ,  -1 
705.558472 , 493.621704 ,  -1 
559.549011 , 1063.00903 ,  -1 
816.743286 , 1429.80896 ,  -1 
817.477722 , 1468.97205 ,  -1 
817.225098 , 1532.86499 ,  -1 
811.896606 , 1571.56995 ,  -1 
814.106323 , 1631.42505 ,  -1 
822.053406 , 1669.65002 ,  -1 
811.830688 , 1721.026 ,  -1 
823.28717 , 1765.30505 ,  -1 
813.210876 , 1821.11206 ,  -1 
819.281311 , 1877.33105 ,  -1 
813.90863 , 1914.30798 ,  -1 
813.549072 , 1956.30298 ,  -1 
856.666016 , 95.6402664 ,  -1 
852.867004 , 132.169495 ,  -1 
853.523315 , 191.818893 ,  -1 
854.331604 , 236.678497 ,  -1 
692.199829 , 1150.38403 ,  -1 
676.887573 , 180.021805 ,  -1 
188.399994 , 1073.64795 ,  -1 
832.161316 , 1042.146 ,  -1 
856.414795 , 289.21109 ,  -1 
857.70343 , 327.026093 ,  -1 
853.700623 , 379.437012 ,  -1 
845.757202 , 430.674805 ,  -1 
853.650024 , 481.211304 ,  -1 
855.116821 , 513.207581 ,  -1 
849.663879 , 567.490173 ,  -1 
847.869873 , 604.753113 ,  -1 
848.49707 , 662.666321 ,  -1 
854.385681 , 699.84613 ,  -1 
845.674622 , 763.451782 ,  -1 
849.851013 , 808.785889 ,  -1 
857.165405 , 856.917725 ,  -1 
858.308716 , 890.654419 ,  -1 
853.737793 , 940.251221 ,  -1 
847.731323 , 981.854919 ,  -1 
667.104614 , 664.432922 ,  -1 
624.714417 , 977.246521 ,  -1 
658.742798 , 867.915222 ,  -1 
706.530518 , 1833.81104 ,  -1 
849.057373 , 1035.77905 ,  -1 
855.726318 , 1097.5 ,  -1 
844.646973 , 1132.15796 ,  -1 
854.52832 , 1175.92102 ,  -1 
852.739685 , 1234.89197 ,  -1 
844.382019 , 1279.75195 ,  -1 
853.547791 , 1333.43005 ,  -1 
847.84259 , 1386.31104 ,  -1 
854.836304 , 1419.27405 ,  -1 
851.80188 , 1466.69995 ,  -1 
845.683716 , 1516.27002 ,  -1 
848.420227 , 1565.40601 ,  -1 
855.203674 , 1621.40405 ,  -1 
856.086914 , 1670.56494 ,  -1 
846.578796 , 1726.00696 ,  -1 
858.048889 , 1768.495 ,  -1 
710.986511 , 292.486298 ,  -1 
699.916626 , 1325.90503 ,  -1 
699.027588 , 1718.80005 ,  -1 
657.810425 , 994.679077 ,  -1 
852.183777 , 1824.32397 ,  -1 
851.735413 , 1857.47095 ,  -1 
855.277893 , 1918.573 ,  -1 
844.732605 , 1969.48901 ,  -1 
884.076294 , 88.3670578 ,  -1 
882.196472 , 145.948898 ,  -1 
881.574219 , 192.650299 ,  -1 
879.92688 , 241.737396 ,  -1 
882.563171 , 276.0065 ,  -1 
889.256775 , 326.436615 ,  -1 
880.406006 , 377.623596 ,  -1 
891.236328 , 429.451294 ,  -1 
881.131775 , 474.406403 ,  -1 
884.059021 , 516.345398 ,  -1 
883.830688 , 568.624817 ,  -1 
884.324585 , 603.679871 ,  -1 
670.658325 , 1624.67297 ,  -1 
689.302612 , 1313.29504 ,  -1 
1116.08203 , 1006.27197 ,  -1 
710.473083 , 731.232178 ,  -1 
882.255676 , 667.018616 ,  -1 
882.843872 , 714.578918 ,  -1 
878.950378 , 755.937622 ,  -1 
879.197327 , 809.197388 ,  -1 
884.658691 , 846.224609 ,  -1 
879.06488 , 894.028687 ,  -1 
878.762817 , 939.16272 ,  -1 
886.791809 , 995.58252 ,  -1 
882.401978 , 1043.44604 ,  -1 
881.249329 , 1078.81897 ,  -1 
889.660522 , 1130.24695 ,  -1 
878.947571 , 1187.91394 ,  -1 
887.835815 , 1236.771 ,  -1 
882.716125 , 1279.58704 ,  -1 
889.482605 , 1336.979 ,  -1 
884.419128 , 1386.72095 ,  -1 
673.915527 , 1633.50195 ,  -1 
690.860718 , 977.183777 ,  -1 
715.617493 , 628.656982 ,  -1 
697.803284 , 396.631287 ,  -1 
878.219421 , 1436.203 ,  -1 
888.650024 , 1468.94202 ,  -1 
888.273376 , 1519.12 ,  -1 
889.853271 , 1579.55005 ,  -1 
886.481384 , 1632.448 ,  -1 
886.070984 , 1678.97498 ,  -1 
880.424011 , 1731.95105 ,  -1 
878.565613 , 1773.69897 ,  -1 
883.479614 , 1810.84094 ,  -1 
879.887329 , 1872.073 ,  -1 
888.767212 , 1907.26904 ,  -1 
886.026123 , 1969.86694 ,  -1 
916.262024 , 93.6067276 ,  -1 
919.111328 , 138.028107 ,  -1 
921.283875 , 194.608398 ,  -1 
912.732178 , 233.502106 ,  -1 
